Location,Signal Strength (dBm),Download Speed (Mbps),Upload Speed (Mbps),Latency (ms),Jitter (ms),Network Type,Device Model,Carrier,Band,Battery Level (%),Temperature (°C),Connected Duration (min),Handover Count,Data Usage (MB),Video Streaming Quality,VoNR Enabled,Network Congestion Level,Ping to Google (ms),Dropped Connection
Tokyo,-69.2,279.91,145.84,16.8,4.23,5G NSA,Nord 4,Verizon,n78,86,41.2,34,4,92.86,2,FALSE,High,57.3,FALSE
Chennai,-76.1,919.53,128.96,7.7,2.8,5G NSA,iPhone 14,Jio,n258,59,32.5,10,2,292.31,5,FALSE,Medium,10.8,FALSE
New York,-72.7,697.46,24.85,14,2.54,5G NSA,iPhone 14,Verizon,n41,31,36.2,22,4,224.58,1,FALSE,Medium,51.8,TRUE
New York,-87.1,427.92,99.72,10.7,3.33,4G,Pixel 7,Verizon,n78,47,27.2,54,3,48.34,1,TRUE,High,39.1,FALSE
Delhi,-100.1,774.97,136.52,2.2,3.8,4G,Pixel 7,Airtel,n28,18,35.3,5,4,147.99,2,TRUE,Medium,69.6,TRUE
New York,-73.7,106.48,69.35,12.8,3.1,4G,Galaxy S23,T-Mobile,n78,66,38.5,46,0,274.7,4,TRUE,High,46,FALSE
Tokyo,-67.9,660.26,53.99,13.2,0.14,5G SA,GT 7,T-Mobile,n41,38,27.5,1,0,398.78,2,TRUE,Low,83.9,FALSE
Kolkata,-104.6,649.14,87.63,15.3,4.26,5G NSA,Nord 4,BSNL,n28,33,32.6,52,4,375.36,2,TRUE,High,41.6,TRUE
Tokyo,-90.8,209.36,82.8,9,0.14,5G SA,iPhone 14,AT&T,n78,96,22.8,38,4,234.95,3,TRUE,Low,11.1,FALSE
Berlin,-60.8,897.95,95.97,19,0.35,4G,Galaxy S23,AT&T,n78,61,35.5,26,0,435.23,2,FALSE,High,67.3,FALSE
Tokyo,-70.8,181.7,145.82,12.5,0.14,5G SA,Nord 4,T-Mobile,n78,93,44.6,19,0,178.51,2,TRUE,Low,56.9,FALSE
Berlin,-93,751.07,99.2,19.5,2.38,5G NSA,Galaxy S23,Verizon,n78,96,26.2,1,2,402.67,1,TRUE,High,51.3,TRUE
Mumbai,-84.8,116.24,36.58,14.4,4.6,5G NSA,GT 7,Jio,n28,18,28.8,53,2,188.05,1,FALSE,Medium,27,TRUE
Berlin,-70,438.06,106.17,7.8,0.17,5G SA,GT 7,AT&T,n41,27,32.5,47,1,313.59,2,TRUE,Medium,92.5,FALSE
Chennai,-70.7,757.44,82.99,15.7,0.14,5G SA,Nord 4,Airtel,n28,63,33.7,27,2,455.6,5,FALSE,Low,62.7,TRUE
Mumbai,-102,720.67,130.09,17.7,2.99,5G NSA,GT 7,Airtel,n258,26,25.2,56,4,142.12,1,TRUE,High,72,TRUE
San Francisco,-64.2,522.71,65.33,10.9,0.14,5G SA,Pixel 7,T-Mobile,n260,36,41.9,52,4,36.34,2,TRUE,Low,10.1,TRUE
Tokyo,-106.8,114.15,29.55,9.2,0.14,4G,Galaxy S23,AT&T,n260,56,37.2,46,1,28.3,2,FALSE,Low,34,TRUE
Chennai,-72.8,296.25,146.59,18,1.29,5G NSA,iPhone 14,Vi,n78,88,29.7,8,0,196.82,4,TRUE,High,58.9,FALSE
Mumbai,-84.1,602.5,60.32,12.2,4.38,5G NSA,Pixel 7,Jio,n28,55,27.5,34,0,288.06,1,FALSE,High,43.7,FALSE
Kolkata,-68.4,515.05,61.32,11,2.63,4G,Nord 4,Vi,n258,38,39.9,16,4,424.32,4,FALSE,Medium,57.2,FALSE
Berlin,-79.7,838.63,144.62,13.2,0.88,4G,Pixel 7,T-Mobile,n78,77,35.9,57,2,24.7,1,FALSE,Medium,24.9,FALSE
Kolkata,-66.6,271.5,124.9,2.6,2.14,4G,GT 7,Jio,n28,55,33,39,2,221.46,3,TRUE,Medium,25.1,TRUE
Kolkata,-108.1,568.36,33.43,16.6,4.85,4G,Galaxy S23,BSNL,n258,64,23.7,34,0,229.47,1,FALSE,High,31.9,FALSE
Delhi,-94.7,805.13,30.9,1,1.07,4G,Pixel 7,BSNL,n28,74,20.3,36,4,176.01,4,TRUE,High,22.7,FALSE
Delhi,-98.4,829.41,63.12,6,0.14,5G NSA,Pixel 7,BSNL,n258,73,42,39,0,402.73,5,TRUE,Low,86.6,TRUE
Delhi,-88.3,161.97,37.33,18.4,1.96,4G,Galaxy S23,Vi,n258,21,43.6,14,4,21.14,3,TRUE,High,21.2,TRUE
Mumbai,-64,563.34,96.07,16.4,4.58,4G,Nord 4,Airtel,n258,89,40.7,53,2,360.81,4,FALSE,High,77.2,TRUE
Tokyo,-87.2,724.84,87.81,15.8,0.14,5G NSA,iPhone 14,AT&T,n78,91,39.6,51,4,249.09,1,TRUE,Low,23,TRUE
Berlin,-60.3,695.82,74.16,17.9,0.14,4G,iPhone 14,T-Mobile,n78,14,23.1,13,2,208.1,1,TRUE,Low,91,FALSE
San Francisco,-88.3,729.19,56.75,19.6,2.05,5G SA,Pixel 7,AT&T,n41,52,41.8,9,1,266.55,2,TRUE,High,84.5,FALSE
New York,-66,811.2,98.59,8.1,2.56,5G SA,iPhone 14,AT&T,n260,33,23.1,53,1,498.58,1,FALSE,Medium,91.7,TRUE
Berlin,-87.4,988.15,125.6,2.1,0.14,4G,Pixel 7,AT&T,n78,88,32.3,30,1,442.7,2,TRUE,Low,51.9,FALSE
Delhi,-88.9,991.74,77.42,9.4,0.15,5G NSA,Pixel 7,Jio,n78,85,21.8,34,0,158.43,1,TRUE,Low,17.1,FALSE
Berlin,-80,687.92,121.53,16.1,2.96,5G SA,iPhone 14,T-Mobile,n260,11,35.9,4,0,176.91,2,FALSE,High,49.5,TRUE
Mumbai,-64,653.16,94.12,14.1,3.34,5G SA,Galaxy S23,BSNL,n78,19,44.8,32,3,206.18,3,TRUE,High,73.9,TRUE
Chennai,-86.8,815.62,26.18,7.9,0.15,4G,GT 7,Jio,n28,39,30.4,55,2,317.63,2,FALSE,Low,64,FALSE
Mumbai,-68.3,149.41,95.99,13.7,0.15,5G NSA,GT 7,Airtel,n258,89,38.3,1,4,224.91,1,TRUE,Low,16.3,FALSE
New York,-101.1,412.28,71.13,5.4,0.15,5G NSA,Pixel 7,AT&T,n41,52,24.1,37,4,427.65,3,FALSE,Low,46.4,FALSE
New York,-93.3,216.58,77.33,1.8,0.71,4G,Galaxy S23,Verizon,n78,96,37.4,52,4,20.37,2,FALSE,High,48.2,FALSE
San Francisco,-73.3,600.41,40.61,11.6,0.26,5G SA,Galaxy S23,AT&T,n78,25,24.4,33,0,29.63,3,FALSE,Medium,90.1,TRUE
Kolkata,-90,665.45,43.56,5.3,0.15,5G NSA,Pixel 7,Jio,n258,86,37.5,21,4,446.11,5,FALSE,Low,93.5,FALSE
Mumbai,-93.4,313.08,83.4,9.1,2.56,5G NSA,Nord 4,Jio,n258,90,24.2,44,2,13.68,3,TRUE,Medium,20.5,TRUE
Tokyo,-70.9,294.45,22.86,5.5,0.15,5G SA,Galaxy S23,Verizon,n78,87,40.4,18,3,60.43,4,TRUE,Low,95.7,FALSE
Tokyo,-69.1,575.92,75.75,1.1,1.27,5G NSA,GT 7,T-Mobile,n41,17,23.3,1,4,353.65,2,FALSE,Medium,19.7,FALSE
San Francisco,-73,924.98,83.3,12.8,0.15,5G NSA,Pixel 7,AT&T,n78,24,20.6,24,3,295.7,4,FALSE,Low,25.2,TRUE
Berlin,-69.5,114.92,143.14,15.5,1.21,5G NSA,Pixel 7,Verizon,n260,99,27.4,35,0,309.23,5,TRUE,Medium,70.6,TRUE
Delhi,-102,206.16,24.94,2.3,0.15,4G,Pixel 7,Jio,n258,34,30.8,58,0,407,2,TRUE,Low,82.1,TRUE
Berlin,-97.8,593.54,99.75,6.3,0.15,5G SA,iPhone 14,AT&T,n260,39,36.6,7,3,471.33,2,TRUE,,68.4,TRUE
Chennai,-106.8,677.33,139.42,6.3,0.15,5G NSA,Galaxy S23,Airtel,n78,18,24.5,10,0,194.09,5,TRUE,Low,36.3,FALSE
Berlin,-101.4,260.86,35.1,19.8,1.38,5G NSA,Nord 4,AT&T,n260,43,28.4,18,1,479.66,5,TRUE,High,55.9,TRUE
San Francisco,-83.8,250.63,98.57,13.8,0.15,4G,iPhone 14,Verizon,n41,29,27.1,2,2,438.97,3,FALSE,Low,57.8,FALSE
Delhi,-107.5,438.19,101.9,6.6,3.61,4G,Galaxy S23,Airtel,n78,72,38.3,43,3,255.27,2,FALSE,Medium,70.2,FALSE
Kolkata,-67.2,645.25,132.31,3,0.15,5G SA,Nord 4,BSNL,n28,62,37.6,53,4,427.8,5,TRUE,Low,62.8,FALSE
Kolkata,-96.6,336.22,135.21,6.9,0.15,5G NSA,Nord 4,Jio,n78,31,21.6,39,1,40.97,5,TRUE,Low,53.8,FALSE
New York,-101.2,578.53,81.76,15.4,0.3,5G SA,GT 7,Verizon,n260,25,41.1,27,1,314.72,4,TRUE,Medium,40.8,FALSE
Chennai,-80.6,412.97,123.42,14.3,4.24,4G,Galaxy S23,Vi,n28,23,28,34,1,270.26,4,FALSE,High,29.5,FALSE
Berlin,-69,852.12,103.61,11.7,0.15,5G NSA,iPhone 14,T-Mobile,n41,37,20,50,1,15.83,3,FALSE,Low,36.6,FALSE
Delhi,-108.2,841.37,93.4,17.9,0.15,5G SA,Pixel 7,Jio,n28,15,35.8,58,4,222.25,1,TRUE,Low,91.5,TRUE
Mumbai,-91.2,202.86,41.84,2.1,2.04,5G NSA,GT 7,Jio,n28,33,25.9,21,1,267.83,5,FALSE,Medium,71.5,TRUE
Delhi,-98.8,772.35,39.52,9.1,1.49,5G NSA,Nord 4,Jio,n258,71,25.5,26,1,419.6,5,FALSE,Medium,95.8,FALSE
Kolkata,-104,405.18,146.89,6.9,3.84,5G SA,Nord 4,Jio,n28,92,43.4,44,1,285.87,5,TRUE,High,74.8,TRUE
San Francisco,-106.1,969.61,139.22,1.7,4.33,4G,iPhone 14,Verizon,n260,48,24,47,2,267,1,TRUE,Medium,80.1,TRUE
San Francisco,-96.3,680.56,111.55,19.3,0.17,5G SA,Galaxy S23,T-Mobile,n260,78,21.4,9,2,173.13,3,FALSE,Medium,94.3,FALSE
Delhi,-67.1,557.76,21,7.8,3.73,5G SA,Galaxy S23,Airtel,n258,55,36.8,30,0,111.21,4,FALSE,High,66.9,TRUE
Kolkata,-90.8,365.7,22.91,15.4,0.96,5G NSA,Pixel 7,Airtel,n258,91,21,56,4,257.44,4,FALSE,High,42.3,TRUE
Chennai,-87.5,736.63,118.16,5.5,0.16,5G SA,Pixel 7,BSNL,n78,32,43.2,55,0,237.47,5,FALSE,Low,59.9,TRUE
Mumbai,-61.3,410.3,118.31,12.2,2.69,5G SA,GT 7,BSNL,n28,57,30.1,17,3,243.48,3,FALSE,High,69.6,FALSE
Chennai,-76.1,271.47,100.95,18.2,2.81,4G,Nord 4,Vi,n28,34,24.8,41,0,82.87,1,FALSE,High,47.5,FALSE
New York,-74,888.12,21.74,10.7,1.73,5G NSA,Pixel 7,T-Mobile,n78,72,33.5,51,0,222.35,5,FALSE,Medium,60.9,FALSE
San Francisco,-108.9,355.39,145.87,6.2,3.59,5G NSA,Nord 4,AT&T,n41,24,41.2,39,3,475.32,1,TRUE,High,31.7,TRUE
Chennai,-66.9,459.98,118.34,9.7,4.61,4G,GT 7,BSNL,n28,94,30.4,17,0,140.94,4,TRUE,Medium,96.2,FALSE
Tokyo,-74.4,921.82,76.59,9.4,2.98,4G,iPhone 14,T-Mobile,n260,34,41.3,47,1,351.64,5,FALSE,Medium,60.4,FALSE
Delhi,-77,677.1,22.59,19.8,4.28,5G NSA,Galaxy S23,Jio,n258,60,33.1,21,0,27.33,2,TRUE,High,86.8,TRUE
Tokyo,-84.9,257.8,117.65,14.2,0.16,5G NSA,GT 7,AT&T,n41,48,44.2,42,2,37.84,1,FALSE,Low,22.4,FALSE
Chennai,-108.9,321.83,128.65,18.9,3.67,5G NSA,Galaxy S23,Airtel,n78,84,34,59,2,142.22,2,FALSE,High,61.6,TRUE
Tokyo,-77.5,357.38,27.23,10,0.16,5G SA,GT 7,AT&T,n78,50,22.1,36,4,131.82,5,TRUE,Low,21.6,TRUE
Delhi,-66.2,987.95,125.42,6.8,1.27,5G SA,Nord 4,BSNL,n28,47,40.3,36,4,312.84,5,FALSE,High,39.1,TRUE
Mumbai,-81.1,404.71,45.15,11,0.16,4G,Pixel 7,BSNL,n78,19,26.7,31,0,165.24,3,TRUE,Low,42.2,FALSE
San Francisco,-71.6,603.14,117.74,18.1,1.19,5G NSA,iPhone 14,T-Mobile,n260,56,35,57,1,88.12,5,FALSE,Medium,34.7,TRUE
Delhi,-64.5,837.54,47.41,5.9,3.65,4G,GT 7,BSNL,n78,47,26.7,1,0,409.23,5,FALSE,Medium,96.8,TRUE
Kolkata,-72.3,224.49,29.92,2.7,2.4,5G SA,GT 7,Jio,n258,12,43.2,47,0,10.9,2,FALSE,Medium,13.6,FALSE
Delhi,-71.7,784.58,74.35,9.8,0.16,5G NSA,GT 7,BSNL,n78,11,27.5,14,1,143.21,3,TRUE,Low,28.2,FALSE
Mumbai,-87.4,449.33,72.73,12.5,4.1,5G SA,Galaxy S23,BSNL,n78,27,31.5,44,2,160.56,4,TRUE,Medium,92.2,TRUE
Kolkata,-99.7,715.22,60.15,2.7,1.75,4G,Pixel 7,Vi,n78,80,39.2,6,3,86.74,4,TRUE,Medium,93.9,TRUE
New York,-103.1,551.64,73.7,15.9,0.16,5G SA,Pixel 7,AT&T,n78,75,24.3,47,4,169.85,2,TRUE,Low,99,FALSE
New York,-65.4,302.62,135.41,2,0.16,5G NSA,iPhone 14,T-Mobile,n78,86,43.4,46,1,107.6,4,TRUE,Low,59.9,TRUE
Mumbai,-85,418.56,64.41,15,1.5,5G SA,iPhone 14,Jio,n258,59,21.8,6,4,284.58,3,FALSE,Medium,71.8,FALSE
Chennai,-77,414.07,139.59,14.7,2.05,4G,GT 7,Jio,n78,68,41.4,23,2,85.78,3,FALSE,High,77.3,TRUE
Kolkata,-89.5,321.05,105.61,1.1,0.16,4G,GT 7,Jio,n78,31,39,15,0,88.78,5,FALSE,Low,32,TRUE
Tokyo,-83.5,882.67,141.02,4.7,0.3,4G,GT 7,AT&T,n260,36,42.1,50,2,285.3,3,TRUE,Medium,31.5,FALSE
Delhi,-70.4,261.2,31.06,6.2,2.21,5G SA,Nord 4,Vi,n258,75,39.3,10,1,51.21,4,FALSE,Medium,15.8,TRUE
San Francisco,-75,498.57,146.58,4.2,0.69,5G SA,GT 7,AT&T,n78,33,34.4,50,3,144.5,4,FALSE,,43,TRUE
New York,-91.7,937.83,27.16,2,3.24,5G SA,iPhone 14,T-Mobile,n41,62,27.1,21,1,387.64,2,FALSE,,84.8,FALSE
Tokyo,-108.5,684.33,90.26,7,4.81,5G SA,Pixel 7,T-Mobile,n78,48,41.4,44,3,11.79,2,TRUE,,58.9,TRUE
New York,-68.4,320.6,69.11,6.1,2.58,5G NSA,iPhone 14,AT&T,n41,45,20.5,4,4,25.42,4,TRUE,Medium,57.5,FALSE
New York,-91.2,992.62,109.93,17.1,0.4,5G SA,Pixel 7,AT&T,n41,70,22.4,47,0,51.53,4,TRUE,,13.7,FALSE
Berlin,-77.6,958,102.56,10.8,0.16,5G NSA,GT 7,AT&T,n78,89,20.6,5,4,189.84,5,TRUE,Low,98.6,FALSE
San Francisco,-86.1,478.84,125.64,7.7,0.91,4G,Pixel 7,T-Mobile,n78,49,22,46,1,496.37,5,FALSE,,86.6,FALSE
Delhi,-64.1,989.02,41,11.9,1.06,5G SA,Nord 4,Airtel,n258,96,30.8,9,3,418.11,4,FALSE,High,36.1,FALSE
Tokyo,-69,525.55,68.29,4.1,3.44,5G SA,Pixel 7,AT&T,n260,85,30.7,13,3,100.99,3,FALSE,Medium,25.9,FALSE
Tokyo,-91.5,952.72,91.77,7.5,4.23,5G NSA,iPhone 14,Verizon,n78,32,39.3,43,2,349.28,1,TRUE,Medium,31.7,FALSE
Kolkata,-75.4,571.35,71.91,6.5,0.75,5G NSA,Nord 4,Jio,n28,43,21.2,39,0,181.41,2,TRUE,Medium,60.6,FALSE
Tokyo,-101.5,779.97,84.61,12.9,4.26,5G SA,Galaxy S23,T-Mobile,n41,98,23.9,21,4,68.83,1,TRUE,Medium,37.6,FALSE
New York,-95.8,607.95,77.96,4.2,0.16,5G NSA,Galaxy S23,T-Mobile,n41,48,26.9,2,2,318.3,4,TRUE,Low,18.5,FALSE
Kolkata,-91.4,160.16,117.14,13.2,0.16,4G,GT 7,Airtel,n78,16,28.6,26,4,252.85,4,FALSE,Low,49.7,TRUE
Mumbai,-96.6,963.77,40.37,14,0.16,5G NSA,iPhone 14,Airtel,n78,98,29,1,4,206.55,4,FALSE,Low,36.3,FALSE
Berlin,-75.7,647.72,67.07,4,1.62,4G,GT 7,Verizon,n260,32,26.9,36,4,453.46,1,TRUE,High,54,FALSE
New York,-62.5,579.34,90.58,8.3,0.16,4G,Pixel 7,Verizon,n41,18,41.2,43,2,401.51,2,FALSE,Low,27.4,TRUE
Kolkata,-105.3,406.01,39.65,3.2,0.17,5G NSA,Galaxy S23,Jio,n28,17,26.9,5,0,20.36,5,FALSE,Low,33.1,TRUE
Chennai,-108.3,113.41,107.88,18.2,0.17,5G SA,GT 7,Airtel,n258,73,41.5,22,3,313.73,2,TRUE,Low,35.2,TRUE
San Francisco,-104,184.71,57.71,13,2.12,4G,Galaxy S23,AT&T,n260,91,38.8,20,4,487.69,3,FALSE,High,98.7,FALSE
San Francisco,-104.1,761.05,44.41,4.4,2.54,5G SA,Pixel 7,T-Mobile,n41,42,38,6,1,318.58,4,FALSE,Medium,96.2,FALSE
Chennai,-81.7,448.94,89.99,5.4,1.34,4G,GT 7,Vi,n28,77,27.2,23,1,43.68,4,FALSE,High,83,FALSE
Tokyo,-70.5,932.47,49.39,19.4,2.68,4G,Galaxy S23,T-Mobile,n260,92,25.9,47,2,328.61,2,TRUE,High,37.4,FALSE
Chennai,-105.1,696.95,80.67,19.1,1.16,4G,Pixel 7,BSNL,n258,97,41.3,29,0,413.53,3,TRUE,High,67.3,FALSE
Mumbai,-75.8,718.26,26.84,5.9,0.17,4G,Nord 4,BSNL,n258,31,24.9,21,2,237.57,5,FALSE,Low,46,TRUE
Delhi,-69.6,112.32,118.3,15.3,4,5G SA,Galaxy S23,Vi,n78,84,33.2,54,1,409.23,4,FALSE,High,27.3,FALSE
Delhi,-66.5,687.97,25.19,10.1,0.17,5G SA,GT 7,Vi,n28,14,39.1,2,3,18.34,5,TRUE,Low,88.6,TRUE
Kolkata,-77.7,698.55,119.86,9.3,1.07,4G,Galaxy S23,Airtel,n258,11,29.7,41,3,123.78,4,TRUE,Medium,60.3,FALSE
San Francisco,-91.5,572.1,74.72,6.3,0.53,4G,GT 7,AT&T,n260,97,26.7,32,3,385.24,2,TRUE,Medium,39.7,TRUE
Berlin,-60.9,537.55,115.46,6.5,3.92,5G NSA,Pixel 7,Verizon,n41,98,38.5,53,4,133.17,4,FALSE,Medium,19.4,TRUE
New York,-68.1,177.73,69.25,4.6,0.17,5G SA,Galaxy S23,T-Mobile,n78,36,34.7,11,0,408.9,2,FALSE,Low,72.5,TRUE
San Francisco,-104,891.04,29.82,11.9,4.3,5G NSA,Galaxy S23,Verizon,n41,89,38.9,8,1,296.36,3,FALSE,Medium,62.6,FALSE
Berlin,-84.3,958.76,36.69,4.9,0.17,5G SA,iPhone 14,T-Mobile,n260,78,21.3,55,2,400.6,2,FALSE,Low,99.3,FALSE
New York,-95.2,939.02,21.92,2,0.17,5G SA,Pixel 7,Verizon,n260,95,34.8,5,3,158.3,3,TRUE,Low,23.8,FALSE
Kolkata,-86.6,534.6,76.04,3.9,4.08,5G NSA,GT 7,Airtel,n258,85,40.2,34,4,454.39,3,TRUE,Medium,54.2,TRUE
Tokyo,-76.2,818.51,44.47,14,0.17,4G,Galaxy S23,T-Mobile,n41,95,25.6,51,0,217.47,1,TRUE,Low,90.1,FALSE
Delhi,-78,801.03,31.41,1.1,0.17,5G SA,Nord 4,Airtel,n258,39,33.3,57,3,65.39,3,FALSE,Low,63.3,FALSE
Kolkata,-63,628.15,69.87,6.2,0.17,5G SA,Galaxy S23,Airtel,n78,78,39.3,14,0,345.17,5,TRUE,Low,15.9,TRUE
Kolkata,-66.4,204.32,142.25,5.4,0.17,5G SA,Nord 4,Airtel,n28,43,28.7,9,1,196.05,5,TRUE,Low,51.5,FALSE
New York,-61,243.68,82.09,18.1,0.19,4G,Nord 4,AT&T,n260,44,30,59,0,137.56,3,FALSE,High,62,TRUE
Tokyo,-97.6,528.17,82.21,20,2.27,5G NSA,Pixel 7,AT&T,n260,76,37.3,13,2,329.11,2,FALSE,Medium,16.4,TRUE
New York,-84.8,760.17,55.98,9.6,2,5G NSA,GT 7,Verizon,n260,48,26.2,32,2,398.66,5,TRUE,Medium,83,TRUE
Chennai,-74.1,400.42,77.55,14,2.93,5G NSA,Nord 4,Jio,n258,40,44,41,4,55.06,5,TRUE,Medium,40.6,TRUE
Mumbai,-64.3,608.57,84.44,19.7,1.65,5G NSA,Galaxy S23,Vi,n78,76,36.5,35,2,111.21,2,FALSE,High,14.1,TRUE
Mumbai,-98.8,600.23,60.87,13.5,0.17,5G NSA,Galaxy S23,Vi,n78,32,38.3,40,4,264.6,3,FALSE,Low,42.3,TRUE
New York,-73.7,816.77,44.97,5.3,3.48,5G NSA,iPhone 14,Verizon,n78,30,34.3,40,3,142.54,1,TRUE,High,83.4,TRUE
Chennai,-104,672.25,70.22,19.6,1.86,4G,Nord 4,Jio,n28,86,26.7,40,4,251.45,4,FALSE,Medium,20.7,FALSE
Kolkata,-60.6,786.99,113.03,11,0.18,4G,Nord 4,BSNL,n28,94,38.5,31,3,318.65,2,FALSE,Low,12.3,TRUE
San Francisco,-95.3,127.32,106.9,18.2,3.98,5G SA,Galaxy S23,AT&T,n260,39,40.3,43,2,60.22,5,FALSE,Medium,84.6,FALSE
Kolkata,-67.4,269.77,59.49,13.8,0.61,5G SA,Nord 4,Airtel,n78,52,41.2,5,1,47.93,1,FALSE,High,49.4,FALSE
Kolkata,-96,158.8,57.57,9.3,1.2,5G SA,iPhone 14,Airtel,n28,37,29.6,2,3,369.88,1,TRUE,Medium,74.1,TRUE
Berlin,-66,557.29,129.06,15.2,0.18,5G NSA,iPhone 14,T-Mobile,n260,65,39.5,30,1,459.5,3,FALSE,Low,18.1,TRUE
San Francisco,-82,763.83,99.65,9.6,0.78,4G,Pixel 7,Verizon,n260,20,41.7,13,3,117.67,3,FALSE,High,52.4,TRUE
Berlin,-67.4,576.01,130,10.7,0.18,5G NSA,Pixel 7,AT&T,n260,31,37.7,2,2,444.65,3,TRUE,Low,40.5,TRUE
Kolkata,-63.4,984.25,129.67,11.1,0.18,5G NSA,Pixel 7,Vi,n258,89,39.4,25,4,291.12,4,TRUE,Low,81,TRUE
Mumbai,-85.9,853.35,35.06,9.7,4.81,4G,iPhone 14,Jio,n78,57,26.8,35,0,158.39,3,TRUE,Medium,98.1,FALSE
Tokyo,-98.7,199.47,131.56,8.4,0.18,5G SA,iPhone 14,Verizon,n260,38,41.2,45,0,225.38,5,TRUE,Low,90.9,FALSE
Mumbai,-73.2,736.18,76.21,2.8,0.18,5G SA,Nord 4,Jio,n78,62,25,13,3,80.16,1,FALSE,Low,78,FALSE
Chennai,-97,765.85,28.64,2.6,1.31,5G NSA,Galaxy S23,BSNL,n78,21,38.9,48,3,344.91,2,TRUE,High,85.9,FALSE
Chennai,-88.7,259.88,28.12,8,3.89,5G SA,Galaxy S23,Vi,n258,14,33.1,10,3,141.71,5,FALSE,Medium,50.3,FALSE
San Francisco,-60.9,427.43,83.42,13.2,2.68,4G,Galaxy S23,AT&T,n260,72,29.2,36,1,185.14,2,FALSE,High,66,FALSE
Kolkata,-103.7,536.74,113.88,10.3,3.36,5G NSA,GT 7,BSNL,n28,22,27.8,32,3,115.55,4,TRUE,High,42.3,FALSE
Kolkata,-76.8,349.32,79.7,19.3,1.07,4G,Galaxy S23,Airtel,n258,45,29.1,13,1,342.08,4,TRUE,Medium,66.2,FALSE
New York,-69.2,305.99,28.35,19.4,4.98,5G SA,GT 7,AT&T,n41,36,42.7,13,1,232.17,3,FALSE,Medium,22.9,FALSE
Tokyo,-85.5,736.63,87.52,15.4,2.85,5G SA,Pixel 7,T-Mobile,n41,86,40.6,18,0,318.14,1,FALSE,High,99.3,TRUE
Chennai,-92.7,658.57,102.03,2,3.89,5G NSA,Galaxy S23,Vi,n78,70,24.7,9,3,177.49,5,TRUE,High,14.8,FALSE
Chennai,-99,241.31,91.64,10.9,0.18,4G,GT 7,Jio,n258,89,23.2,17,1,155.62,4,FALSE,Low,75.8,FALSE
Mumbai,-65,942.55,22.46,10.3,4.38,5G NSA,Galaxy S23,BSNL,n258,83,20.5,53,4,130.7,3,TRUE,High,47.3,TRUE
Mumbai,-68,772.53,84.95,15.3,3.09,5G NSA,Galaxy S23,BSNL,n258,63,43.4,10,3,207.09,2,TRUE,High,44.4,FALSE
Mumbai,-85.9,150.48,63.8,8.8,2.19,4G,GT 7,Airtel,n258,35,35.9,31,0,356.57,1,TRUE,High,40.4,FALSE
Delhi,-71.3,221.63,123.57,1.6,0.18,5G SA,Pixel 7,BSNL,n78,70,32.1,16,4,378.88,5,TRUE,Low,71,FALSE
New York,-92.2,475.64,115.62,8.5,0.18,5G SA,Nord 4,Verizon,n260,95,43.5,14,0,37.76,1,TRUE,Low,64.2,FALSE
Chennai,-109.7,710.76,100.36,2.5,0.18,4G,Pixel 7,Airtel,n258,65,40.2,6,4,101.52,1,TRUE,Low,76.4,TRUE
San Francisco,-78.9,664.3,80.48,15.9,0.18,5G SA,Galaxy S23,Verizon,n260,18,25.8,54,1,182.33,3,TRUE,Low,34.5,FALSE
Berlin,-82.5,820.16,103.3,4.2,2.29,5G NSA,Galaxy S23,T-Mobile,n41,62,26.5,40,3,483.91,2,FALSE,High,81.2,FALSE
Delhi,-105.9,610.68,115.87,2.7,1.8,4G,Pixel 7,BSNL,n28,74,39.6,22,3,322.06,3,FALSE,Medium,73.4,TRUE
Berlin,-79.8,267.91,61.87,9.3,0.18,5G SA,Galaxy S23,T-Mobile,n260,20,26.6,38,0,80.99,3,FALSE,Low,92.5,FALSE
Tokyo,-92.7,835.97,125.73,15.1,1.04,5G SA,Pixel 7,Verizon,n78,31,30.6,48,2,46.88,4,TRUE,High,43.2,FALSE
Chennai,-64.8,600.36,146.12,3,2.43,5G SA,iPhone 14,BSNL,n258,53,21,40,0,186.68,4,TRUE,Medium,73.8,FALSE
Chennai,-97.2,521.24,97.04,14.3,0.18,5G SA,Galaxy S23,Airtel,n258,26,33.3,7,2,367.56,2,TRUE,Low,60.9,TRUE
Delhi,-95.8,875.59,75.24,1.1,0.18,4G,GT 7,Vi,n258,57,23.2,5,0,143.99,1,FALSE,Low,41.9,FALSE
Delhi,-89.4,383.98,41.45,11.6,0.19,5G NSA,Galaxy S23,Jio,n28,26,20.6,16,2,484.59,5,FALSE,Low,89.4,TRUE
Kolkata,-82.9,171.44,42.36,5,0.19,5G SA,Galaxy S23,Airtel,n258,70,23.1,32,2,134.23,3,TRUE,Low,49.3,TRUE
Kolkata,-68.4,457.81,145.59,12.5,2.31,4G,Pixel 7,BSNL,n258,55,20.1,2,3,488.4,5,FALSE,High,48.7,TRUE
Tokyo,-98.9,215.8,116.77,1.7,2.99,5G NSA,Pixel 7,AT&T,n260,75,34.4,4,1,145.11,4,TRUE,High,92.1,FALSE
New York,-99.2,476.39,60.17,4.6,4.18,4G,Nord 4,T-Mobile,n260,33,24.4,36,0,116.56,4,FALSE,High,80.3,TRUE
